"","TCGA.05.4244","TCGA.05.4249","TCGA.05.4250","TCGA.05.4390","TCGA.05.4395","TCGA.05.4403","TCGA.05.4405","TCGA.05.4415","TCGA.05.4417","TCGA.05.4418","TCGA.05.4422","TCGA.05.4427","TCGA.05.4432","TCGA.05.4433","TCGA.05.5425","TCGA.35.3615","TCGA.44.6145","TCGA.44.6146","TCGA.44.6776","TCGA.44.6779","TCGA.44.7659","TCGA.44.7661","TCGA.44.7669","TCGA.44.7671","TCGA.44.7672","TCGA.44.8117","TCGA.44.8119","TCGA.44.8120","TCGA.44.A479","TCGA.44.A47A","TCGA.49.4487","TCGA.49.4505","TCGA.49.4506","TCGA.49.4507","TCGA.49.4510","TCGA.49.AAR0","TCGA.49.AARO","TCGA.49.AARQ","TCGA.4B.A93V","TCGA.50.5051","TCGA.50.5072","TCGA.50.5932","TCGA.50.5933","TCGA.50.5936","TCGA.50.5939","TCGA.50.5941","TCGA.50.7109","TCGA.50.8459","TCGA.53.7813","TCGA.55.1595","TCGA.55.1596","TCGA.55.6642","TCGA.55.6970","TCGA.55.6975","TCGA.55.6983","TCGA.55.6984","TCGA.55.7281","TCGA.55.7283","TCGA.55.7284","TCGA.55.7574","TCGA.55.7576","TCGA.55.7725","TCGA.55.7726","TCGA.55.7728","TCGA.55.7815","TCGA.55.7907","TCGA.55.7910","TCGA.55.7911","TCGA.55.7913","TCGA.55.7914","TCGA.55.8090","TCGA.55.8092","TCGA.55.8094","TCGA.55.8097","TCGA.55.8203","TCGA.55.8207","TCGA.55.8299","TCGA.55.8302","TCGA.55.8507","TCGA.55.8508","TCGA.55.8512","TCGA.55.8514","TCGA.55.8615","TCGA.55.8616","TCGA.55.A490","TCGA.55.A492","TCGA.55.A494","TCGA.62.8398","TCGA.62.A46P","TCGA.62.A46R","TCGA.62.A46S","TCGA.62.A470","TCGA.64.1677","TCGA.64.5774","TCGA.64.5775","TCGA.64.5778","TCGA.64.5815","TCGA.67.3773","TCGA.67.3774","TCGA.67.4679","TCGA.69.7763","TCGA.69.7973","TCGA.69.7974","TCGA.69.7978","TCGA.69.7980","TCGA.69.8253","TCGA.69.8254","TCGA.73.4659","TCGA.73.4662","TCGA.73.4670","TCGA.73.4677","TCGA.73.7498","TCGA.73.A9RS","TCGA.75.5126","TCGA.75.5146","TCGA.75.6206","TCGA.75.7027","TCGA.75.7030","TCGA.75.7031","TCGA.78.7145","TCGA.78.7148","TCGA.78.7152","TCGA.78.7156","TCGA.78.7159","TCGA.78.7160","TCGA.78.7161","TCGA.78.7166","TCGA.78.7167","TCGA.78.7220","TCGA.78.7535","TCGA.78.7539","TCGA.78.7540","TCGA.78.8655","TCGA.80.5608","TCGA.83.5908","TCGA.86.7713","TCGA.86.7953","TCGA.86.8054","TCGA.86.8056","TCGA.86.8076","TCGA.86.8280","TCGA.86.8281","TCGA.86.8359","TCGA.86.8674","TCGA.86.A456","TCGA.86.A4JF","TCGA.91.6828","TCGA.91.6836","TCGA.91.6849","TCGA.91.7771","TCGA.93.7347","TCGA.93.8067","TCGA.93.A4JO","TCGA.95.7039","TCGA.95.7562","TCGA.95.7567","TCGA.95.A4VK","TCGA.95.A4VN","TCGA.95.A4VP","TCGA.97.7554","TCGA.97.7938","TCGA.97.7941","TCGA.97.8176","TCGA.97.8179","TCGA.97.A4M0","TCGA.97.A4M3","TCGA.97.A4M5","TCGA.99.8025","TCGA.99.8028","TCGA.99.8032","TCGA.99.8033","TCGA.J2.8194","TCGA.J2.A4AG","TCGA.L9.A443","TCGA.L9.A8F4","TCGA.MN.A4N5","TCGA.MP.A4SY","TCGA.MP.A4T4","TCGA.MP.A4T7","TCGA.MP.A4T8","TCGA.MP.A4TD","TCGA.MP.A4TE","TCGA.MP.A4TF","TCGA.MP.A4TI","TCGA.MP.A4TK","TCGA.NJ.A4YF","TCGA.NJ.A4YG","TCGA.NJ.A4YI","TCGA.NJ.A4YP","TCGA.NJ.A55O","TCGA.NJ.A55R"
"Th17_Standard",0.554084690642406,0.271468115136888,0.3081524268808,0.337857717679799,0.485623211252594,0.308618891827896,0.307256234481898,0.15268407699961,0.631598300986419,0.331671314373403,0.402879199328732,0.361901004176367,0.36815988056653,0.378830006526926,0.398439132779936,0.278533729431778,0.535303302251868,0.466407904489082,0.391554167565866,0.457603654848148,0.376631118190982,0.501204740349626,0.325556783022562,0.416703081255445,0.541902526489885,0.310586314509292,0.438556019581957,0.477838873664133,0.349113740408548,0.295460964419836,0.409266115428565,0.431810824644534,0.446043838392286,0.491406401889617,0.433516206375501,0.41095209897866,0.514894032778935,0.475466662350615,0.462385044689624,0.302286256711063,0.408988846325036,0.361168527862021,0.512200292232887,0.302155607566719,0.486830804973122,0.426447917276749,0.47273695955241,0.710132659645372,0.224174658146799,0.233283561301693,0.26777010160599,0.448695664144422,0.31143106468184,0.449824524638303,0.315678680703779,0.508204541631556,0.430365636049886,0.054403663811313,0.484877634126036,0.726772351757482,0.319640913605195,0.352473111766871,0.509151162514029,0.514165748034642,0.581894002073022,0.252098042782497,0.453535204294494,0.488947325126242,0.387590102534911,0.343813852613149,0.36306671070957,0.345556456718775,0.0430907533751056,0.397806830223067,0.318414316325177,0.39094405622311,0.576392429086949,0.306285040592069,0.346564026790264,0.383737389131618,0.318801750039304,0.468333709524222,0.430896454720816,0.332757678711455,0.451908622563338,0.275680909392427,0.297008671375929,0.407461972721059,0.36928507961646,0.388813621293787,0.294504335545775,0.259411280513203,0.224702165529006,0.29547020768974,0.146010434328872,0.183697754426416,0.646483433183034,0.416145669591288,0.457451790218985,0.449542506673064,0.440679090661047,0.262520532842518,0.409071198897196,0.496718297798312,0.389090961889151,0.472824961790891,0.423062146813116,0.510587852031355,0.33567550718163,0.380155391798542,0.331830931036618,0.381060919183083,0.176202959352429,0.364762250838027,0.170856178446587,0.39058657897564,0.374186252363737,0.719786724434454,0.4028133108634,0.3147641448213,0.382859117916972,0.251614452410351,0.280579820566757,0.360677246927579,0.351928029990079,0.415613702503173,0.411182558136903,0.27819675962385,0.238038686097225,0.456668705610555,0.401051521036677,0.46850111469024,0.334746638146624,0.33763488587065,0.35162339670214,0.232507931024014,0.540263584398545,0.132325808336081,0.454317411362401,0.412782998048449,0.369679201601398,0.390936376154168,0.5870295724856,0.286541233752204,0.480193947129907,0.408596175170012,0.383320673466777,0.273199691867813,0.482413538463726,0.372969314721768,0.416462158703104,0.405760715362592,0.372826477373006,0.323021495929976,0.115093988912742,0.34901804107867,0.470309522564817,0.452388042054601,0.500283539245548,0.278973859241975,0.425225253095612,0.44578363636376,0.312903553535503,0.344358792838603,0.367595042511633,0.341899936727358,0.450992608026747,0.359725298713616,0.586197959762501,0.375778773543028,0.4272197068271,0.554584483999604,0.490088672007043,0.405091964242187,0.367257097162308,0.549114004376854,0.527102170036436,0.426165572643606,0.367639484048723,0.520017304774524,0.413598442704049,0.321944596144965,0.359414909336983,0.514774404713289,0.577600213042193,0.470759471394974,0.236303119367331,0.315164103089496,0.550158640029473,0.332460717105779,0.344333959598548
"Th17_Enhanced",0.390603493130954,0.199514756998381,0.174079256440544,0.269951741788287,0.303411104527502,0.216957272763404,0.296360926728704,0.0204858886246541,0.414635318664972,0.189464075126844,0.261056325404209,0.313757726947356,0.250224669265456,0.302684008260585,0.257151033546121,0.206348455713437,0.318195688682566,0.360881769120987,0.257788867779134,0.33357608629706,0.30213679364426,0.335751462117528,0.241119728077115,0.312617083087301,0.353933302117202,0.257025037119371,0.28710101006048,0.391160264930106,0.208489357085911,0.163431189628525,0.233499328067621,0.27542691994983,0.280441061656556,0.302778853673813,0.333713096372854,0.258785720429879,0.286175910781322,0.343750654309333,0.385461767290481,0.148748473877963,0.240655634870897,0.280893895958523,0.328863238737436,0.1454827883226,0.33231946664844,0.293072273709964,0.294221533286146,0.454104811656026,0.0973872963181206,0.217562859454555,0.163936784603141,0.254637620189971,0.214063582728025,0.24178633259332,0.163687469285376,0.337684251414967,0.277205520848757,0.0929762022075471,0.359307947047845,0.463636462811575,0.228921422455102,0.220630033996496,0.287801983194194,0.334557720645432,0.355510007339396,0.134882405034521,0.318157877582116,0.298694794276801,0.264945747677726,0.246365817594869,0.207537913872675,0.170960029853183,-0.0207465932324501,0.301540903103875,0.218554256780897,0.297290917624881,0.328938871014524,0.160220842973649,0.233615442270749,0.269358937626765,0.234992788967103,0.35583529035807,0.282658557312404,0.245433262511546,0.361239177517012,0.192974315406013,0.205869366564013,0.215237150975603,0.25705555130155,0.253804745855176,0.205544082653702,0.218963657263773,0.116201312486796,0.213713148607861,0.134381033382747,0.0613941296828354,0.441620786074234,0.242058385500427,0.292091533305093,0.359012685761612,0.285495631656696,0.13964023298695,0.324218639891927,0.30278124284881,0.302254461887702,0.261401201005957,0.302162426133242,0.33500221471775,0.313120477458296,0.256725715453307,0.247691834291818,0.299265524865506,0.172281280293135,0.231647580673827,0.0611240086795603,0.347491174736508,0.170628419871096,0.473579214198338,0.258961233086624,0.230854943107357,0.206559294328238,0.173859673942348,0.209638770459238,0.185042349911446,0.178365948914493,0.289568015414882,0.244115238981934,0.249892978785051,0.161560080614338,0.280171325450943,0.320054120677933,0.352592661960026,0.236859078244328,0.225996169870578,0.183207402399969,0.123102201531762,0.368160100553334,0.0174678701900956,0.358123042085686,0.270733318502316,0.243735463430037,0.296997685872036,0.368757375369181,0.268048251159224,0.392465132420612,0.258962327294838,0.287256109881431,0.145220864314391,0.397783744486231,0.218636505243211,0.283322924183027,0.265188176785816,0.209148524029481,0.23306782463065,0.0232120755961255,0.226655041065587,0.337593673415395,0.338384527457528,0.353778634539981,0.177171828723162,0.38586174211241,0.316207982591469,0.225224138080056,0.266201700761606,0.246213514739667,0.33812084883714,0.245305590358762,0.230400852630199,0.373553465205447,0.183218298232392,0.259474849416874,0.477616011315104,0.410173013809191,0.225268180059356,0.287708291637373,0.415173175046767,0.324570279568265,0.24185407799265,0.223032575958797,0.346493171916348,0.277749427508057,0.25222543523401,0.168810618836604,0.319067341680417,0.386263258900398,0.343915217658853,0.134841742202513,0.253214268685579,0.331112617074053,0.18356055395114,0.208383976648103
"Th17_CodeSet",0.734916324313677,0.722590074641839,0.826100767635045,0.664822304368929,0.798177228026647,0.784456800031892,0.725289191175352,0.708429686848116,0.906130906253328,0.83552254148758,0.725208226577484,0.727059976918619,0.749941234214768,0.81588739767895,0.817832873187851,0.611987110096553,0.875297907103573,0.702450234739831,0.583558651674229,0.883901867599176,0.665122806440073,0.927394142547721,0.749026683744844,0.610183256855065,0.893079744762671,0.657130579487167,0.817765438716941,0.671587094260113,0.883545310225385,0.734878111064322,0.837018279863753,0.80414296526643,0.74943768387948,0.792294008623218,0.590560797708012,0.670387192419845,0.809055521041719,0.602406420116495,0.723635413849847,0.616292505538848,0.723678375330121,0.586488475716384,0.887941522476443,0.750890116779409,0.867132234680983,0.878403491285402,0.730653570210215,0.850798101810512,0.74507825267114,0.684942373618656,0.627510008531993,0.802821954580591,0.798900594542289,0.745376736517884,0.79437410633283,0.763342915057187,0.81797181077945,0.706395721195828,0.77644065583687,0.883739690000266,0.712918254023542,0.846022099850906,0.818183446824354,0.826191726177857,0.865871451578986,0.754617973737263,0.700080280737989,0.838892526173659,0.59992766419856,0.76642015229189,0.807643060375773,0.767091845325622,0.572249400348334,0.634994670018447,0.771726322949458,0.751966351736621,0.919144264158449,0.713460261886294,0.671978342053098,0.720461768765856,0.650046948868646,0.654851402554166,0.585221287661276,0.639390940352992,0.6779293385688,0.503240587194605,0.540352905677517,0.761455166791133,0.600347176130664,0.738396341692473,0.73407490714395,0.651767730477062,0.720905519414251,0.64317000700895,0.694250996575153,0.750380891031729,0.861326538820972,0.801779855036032,0.761663194159701,0.727977634493156,0.722661641197964,0.647601560421668,0.862524977760105,0.917149664962581,0.711213105591837,0.671824366548141,0.80421714425275,0.685827487912544,0.735697344583691,0.695540839071969,0.661080538909329,0.625204944211268,0.575351024314819,0.895417939041138,0.708319268889992,0.674743581303088,0.693258411435003,0.863574910430321,0.726839063860024,0.750743221408259,0.73697840274531,0.707278170114969,0.533803443627801,0.712975268151278,0.869205506321801,0.614485940233581,0.641715300219996,0.507522954188607,0.642122829932387,0.625855115958305,0.733254524943414,0.700377050876275,0.722494918500549,0.696248754297203,0.919765447612527,0.604450991598586,0.841884684414466,0.610836680684916,0.7318538759357,0.819650994823719,0.763317108512426,0.582675658680518,0.786943639394091,0.569068076309579,0.831767111757439,0.776624241342553,0.868905930758548,0.678816804471363,0.784955141829642,0.878376538594196,0.883678888736839,0.689639734060023,0.801217100520119,0.723708209309692,0.687499450842599,0.707184598045483,0.694399950459013,0.859572189368569,0.753345851240071,0.800739291746367,0.766325753122474,0.681771446835503,0.63497041023897,0.589644996383599,0.747375081120452,0.692713079861774,0.710442018290146,0.647785005552838,0.97925340676755,0.703159535467925,0.801940839116769,0.738954054840251,0.858140765922604,0.665160456229491,0.766631104875274,0.712740042467057,0.690596715680823,0.874565113056784,0.728442526755327,0.658549709271789,0.724570221123004,0.550409605860817,0.677247261603816,0.969055102529073,0.831262882290902,0.565167847440243,0.695922086446727,0.569227736685689,0.722213137617343,0.701317397634432,0.585927197607352
